District,Variety,Month,Year
Chandrapur,DCH-32(Unginned),Aug,2019
Parbhani,Varaxmi,Aug,2019
Parbhani,Desi,Aug,2019
Parbhani,Other,Aug,2019
Parbhani,H-4(A) 27mm FIne,Aug,2019
Parbhani,LRA,Aug,2019
Parbhani,N-44,Aug,2019
Parbhani,DCH-32(Unginned),Aug,2019
Amarawati,Varaxmi,Aug,2019
Amarawati,Desi,Aug,2019
Amarawati,Other,Aug,2019
Amarawati,H-4(A) 27mm FIne,Aug,2019
Amarawati,LRA,Aug,2019
Amarawati,N-44,Aug,2019
Amarawati,DCH-32(Unginned),Aug,2019
Jalana,Varaxmi,Aug,2019
Jalana,Desi,Aug,2019
Jalana,Other,Aug,2019
Jalana,H-4(A) 27mm FIne,Aug,2019
Jalana,LRA,Aug,2019
Jalana,N-44,Aug,2019
Jalana,DCH-32(Unginned),Aug,2019
Beed,Varaxmi,Aug,2019
Beed,Desi,Aug,2019
Beed,Other,Aug,2019
Beed,H-4(A) 27mm FIne,Aug,2019
Beed,LRA,Aug,2019
Beed,N-44,Aug,2019
Beed,DCH-32(Unginned),Aug,2019
Buldhana,Varaxmi,Aug,2019
Buldhana,Desi,Aug,2019
Buldhana,Other,Aug,2019
Buldhana,H-4(A) 27mm FIne,Aug,2019
Buldhana,LRA,Aug,2019
Buldhana,N-44,Aug,2019
Buldhana,DCH-32(Unginned),Aug,2019
Nanded,Varaxmi,Aug,2019
Nanded,Desi,Aug,2019
Nanded,Other,Aug,2019
Nanded,H-4(A) 27mm FIne,Aug,2019
Nanded,LRA,Aug,2019
Nanded,N-44,Aug,2019
Nanded,DCH-32(Unginned),Aug,2019
Akola,Varaxmi,Aug,2019
Akola,Desi,Aug,2019
Akola,Other,Aug,2019
Akola,H-4(A) 27mm FIne,Aug,2019
Akola,LRA,Aug,2019
Akola,N-44,Aug,2019
Akola,DCH-32(Unginned),Aug,2019
Aurangabad,Varaxmi,Aug,2019
Aurangabad,Desi,Aug,2019
Aurangabad,Other,Aug,2019
Aurangabad,H-4(A) 27mm FIne,Aug,2019
Aurangabad,LRA,Aug,2019
Aurangabad,N-44,Aug,2019
Aurangabad,DCH-32(Unginned),Aug,2019
Wardha,Varaxmi,Sep,2019
Wardha,Desi,Sep,2019
Wardha,Other,Sep,2019
Wardha,H-4(A) 27mm FIne,Sep,2019
Wardha,LRA,Sep,2019
Wardha,N-44,Sep,2019
Wardha,DCH-32(Unginned),Sep,2019
Nagpur,Varaxmi,Sep,2019
Nagpur,Desi,Sep,2019
Nagpur,Other,Sep,2019
Nagpur,H-4(A) 27mm FIne,Sep,2019
Nagpur,LRA,Sep,2019
Nagpur,N-44,Sep,2019
Nagpur,DCH-32(Unginned),Sep,2019
Yavatmal,Varaxmi,Sep,2019
Yavatmal,Desi,Sep,2019
Yavatmal,Other,Sep,2019
Yavatmal,H-4(A) 27mm FIne,Sep,2019
Yavatmal,LRA,Sep,2019
Yavatmal,N-44,Sep,2019
Yavatmal,DCH-32(Unginned),Sep,2019
Chandrapur,Varaxmi,Sep,2019
Chandrapur,Desi,Sep,2019
Chandrapur,Other,Sep,2019
Chandrapur,H-4(A) 27mm FIne,Sep,2019
Chandrapur,LRA,Sep,2019
Chandrapur,N-44,Sep,2019
Chandrapur,DCH-32(Unginned),Sep,2019
Parbhani,Varaxmi,Sep,2019
Parbhani,Desi,Sep,2019
Parbhani,Other,Sep,2019
Parbhani,H-4(A) 27mm FIne,Sep,2019
Parbhani,LRA,Sep,2019
Parbhani,N-44,Sep,2019
Parbhani,DCH-32(Unginned),Sep,2019
Amarawati,Varaxmi,Sep,2019
Amarawati,Desi,Sep,2019
Amarawati,Other,Sep,2019
Amarawati,H-4(A) 27mm FIne,Sep,2019
Amarawati,LRA,Sep,2019
Amarawati,N-44,Sep,2019
Amarawati,DCH-32(Unginned),Sep,2019
Jalana,Varaxmi,Sep,2019
Jalana,Desi,Sep,2019
Jalana,Other,Sep,2019
Jalana,H-4(A) 27mm FIne,Sep,2019
Jalana,LRA,Sep,2019
Jalana,N-44,Sep,2019
Jalana,DCH-32(Unginned),Sep,2019
Beed,Varaxmi,Sep,2019
Beed,Desi,Sep,2019
Beed,Other,Sep,2019
Beed,H-4(A) 27mm FIne,Sep,2019
Beed,LRA,Sep,2019
Beed,N-44,Sep,2019
Beed,DCH-32(Unginned),Sep,2019
Buldhana,Varaxmi,Sep,2019
Buldhana,Desi,Sep,2019
Buldhana,Other,Sep,2019
Buldhana,H-4(A) 27mm FIne,Sep,2019
Buldhana,LRA,Sep,2019
Buldhana,N-44,Sep,2019
Buldhana,DCH-32(Unginned),Sep,2019
Nanded,Varaxmi,Sep,2019
Nanded,Desi,Sep,2019
Nanded,Other,Sep,2019
Nanded,H-4(A) 27mm FIne,Sep,2019
Nanded,LRA,Sep,2019
Nanded,N-44,Sep,2019
Nanded,DCH-32(Unginned),Sep,2019
Akola,Varaxmi,Sep,2019
Akola,Desi,Sep,2019
Akola,Other,Sep,2019
Akola,H-4(A) 27mm FIne,Sep,2019
Akola,LRA,Sep,2019
Akola,N-44,Sep,2019
Akola,DCH-32(Unginned),Sep,2019
Aurangabad,Varaxmi,Sep,2019
Aurangabad,Desi,Sep,2019
Aurangabad,Other,Sep,2019
Aurangabad,H-4(A) 27mm FIne,Sep,2019
Aurangabad,LRA,Sep,2019
Aurangabad,N-44,Sep,2019
Aurangabad,DCH-32(Unginned),Sep,2019
Wardha,Varaxmi,Oct,2019
Wardha,Desi,Oct,2019
Wardha,Other,Oct,2019
Wardha,H-4(A) 27mm FIne,Oct,2019
Wardha,LRA,Oct,2019
Wardha,N-44,Oct,2019
Wardha,DCH-32(Unginned),Oct,2019
Nagpur,Varaxmi,Oct,2019
Nagpur,Desi,Oct,2019
Nagpur,Other,Oct,2019
Nagpur,H-4(A) 27mm FIne,Oct,2019
Nagpur,LRA,Oct,2019
Nagpur,N-44,Oct,2019
Nagpur,DCH-32(Unginned),Oct,2019
Yavatmal,Varaxmi,Oct,2019
Yavatmal,Desi,Oct,2019
Yavatmal,Other,Oct,2019
Yavatmal,H-4(A) 27mm FIne,Oct,2019
Yavatmal,LRA,Oct,2019
Yavatmal,N-44,Oct,2019
Yavatmal,DCH-32(Unginned),Oct,2019
Chandrapur,Varaxmi,Oct,2019
Chandrapur,Desi,Oct,2019
Chandrapur,Other,Oct,2019
Chandrapur,H-4(A) 27mm FIne,Oct,2019
Chandrapur,LRA,Oct,2019
Chandrapur,N-44,Oct,2019
Chandrapur,DCH-32(Unginned),Oct,2019
Parbhani,Varaxmi,Oct,2019
Parbhani,Desi,Oct,2019
Parbhani,Other,Oct,2019
Parbhani,H-4(A) 27mm FIne,Oct,2019
Parbhani,LRA,Oct,2019
Parbhani,N-44,Oct,2019
Parbhani,DCH-32(Unginned),Oct,2019
Amarawati,Varaxmi,Oct,2019
Amarawati,Desi,Oct,2019
Amarawati,Other,Oct,2019
Amarawati,H-4(A) 27mm FIne,Oct,2019
Amarawati,LRA,Oct,2019
Amarawati,N-44,Oct,2019
Amarawati,DCH-32(Unginned),Oct,2019
Jalana,Varaxmi,Oct,2019
Jalana,Desi,Oct,2019
Jalana,Other,Oct,2019
Jalana,H-4(A) 27mm FIne,Oct,2019
Jalana,LRA,Oct,2019
Jalana,N-44,Oct,2019
Jalana,DCH-32(Unginned),Oct,2019
Beed,Varaxmi,Oct,2019
Beed,Desi,Oct,2019
Beed,Other,Oct,2019
Beed,H-4(A) 27mm FIne,Oct,2019
Beed,LRA,Oct,2019
Beed,N-44,Oct,2019
Beed,DCH-32(Unginned),Oct,2019
Buldhana,Varaxmi,Oct,2019
Buldhana,Desi,Oct,2019
Buldhana,Other,Oct,2019
Buldhana,H-4(A) 27mm FIne,Oct,2019
Buldhana,LRA,Oct,2019
Buldhana,N-44,Oct,2019
Buldhana,DCH-32(Unginned),Oct,2019
Nanded,Varaxmi,Oct,2019
Nanded,Desi,Oct,2019
Nanded,Other,Oct,2019
Nanded,H-4(A) 27mm FIne,Oct,2019
Nanded,LRA,Oct,2019
Nanded,N-44,Oct,2019
Nanded,DCH-32(Unginned),Oct,2019
Akola,Varaxmi,Oct,2019
Akola,Desi,Oct,2019
Akola,Other,Oct,2019
Akola,H-4(A) 27mm FIne,Oct,2019
Akola,LRA,Oct,2019
Akola,N-44,Oct,2019
Akola,DCH-32(Unginned),Oct,2019
Aurangabad,Varaxmi,Oct,2019
Aurangabad,Desi,Oct,2019
Aurangabad,Other,Oct,2019
Aurangabad,H-4(A) 27mm FIne,Oct,2019
Aurangabad,LRA,Oct,2019
Aurangabad,N-44,Oct,2019
Aurangabad,DCH-32(Unginned),Oct,2019
Wardha,Varaxmi,Nov,2019
Wardha,Desi,Nov,2019
Wardha,Other,Nov,2019
Wardha,H-4(A) 27mm FIne,Nov,2019
Wardha,LRA,Nov,2019
Wardha,N-44,Nov,2019
Wardha,DCH-32(Unginned),Nov,2019
Nagpur,Varaxmi,Nov,2019
Nagpur,Desi,Nov,2019
Nagpur,Other,Nov,2019
Nagpur,H-4(A) 27mm FIne,Nov,2019
Nagpur,LRA,Nov,2019
Nagpur,N-44,Nov,2019
Nagpur,DCH-32(Unginned),Nov,2019
Yavatmal,Varaxmi,Nov,2019
Yavatmal,Desi,Nov,2019
Yavatmal,Other,Nov,2019
Yavatmal,H-4(A) 27mm FIne,Nov,2019
Yavatmal,LRA,Nov,2019
Yavatmal,N-44,Nov,2019
Yavatmal,DCH-32(Unginned),Nov,2019
Chandrapur,Varaxmi,Nov,2019
Chandrapur,Desi,Nov,2019
Chandrapur,Other,Nov,2019
Chandrapur,H-4(A) 27mm FIne,Nov,2019
Chandrapur,LRA,Nov,2019
Chandrapur,N-44,Nov,2019
Chandrapur,DCH-32(Unginned),Nov,2019
Parbhani,Varaxmi,Nov,2019
Parbhani,Desi,Nov,2019
Parbhani,Other,Nov,2019
Parbhani,H-4(A) 27mm FIne,Nov,2019
Parbhani,LRA,Nov,2019
Parbhani,N-44,Nov,2019
Parbhani,DCH-32(Unginned),Nov,2019
Amarawati,Varaxmi,Nov,2019
Amarawati,Desi,Nov,2019
Amarawati,Other,Nov,2019
Amarawati,H-4(A) 27mm FIne,Nov,2019
Amarawati,LRA,Nov,2019
Amarawati,N-44,Nov,2019
Amarawati,DCH-32(Unginned),Nov,2019
Jalana,Varaxmi,Nov,2019
Jalana,Desi,Nov,2019
Jalana,Other,Nov,2019
Jalana,H-4(A) 27mm FIne,Nov,2019
Jalana,LRA,Nov,2019
Jalana,N-44,Nov,2019
Jalana,DCH-32(Unginned),Nov,2019
Beed,Varaxmi,Nov,2019
Beed,Desi,Nov,2019
Beed,Other,Nov,2019
Beed,H-4(A) 27mm FIne,Nov,2019
Beed,LRA,Nov,2019
Beed,N-44,Nov,2019
Beed,DCH-32(Unginned),Nov,2019
Buldhana,Varaxmi,Nov,2019
Buldhana,Desi,Nov,2019
Buldhana,Other,Nov,2019
Buldhana,H-4(A) 27mm FIne,Nov,2019
Buldhana,LRA,Nov,2019
Buldhana,N-44,Nov,2019
Buldhana,DCH-32(Unginned),Nov,2019
Nanded,Varaxmi,Nov,2019
Nanded,Desi,Nov,2019
Nanded,Other,Nov,2019
Nanded,H-4(A) 27mm FIne,Nov,2019
Nanded,LRA,Nov,2019
Nanded,N-44,Nov,2019
Nanded,DCH-32(Unginned),Nov,2019
Akola,Varaxmi,Nov,2019
Akola,Desi,Nov,2019
Akola,Other,Nov,2019
Akola,H-4(A) 27mm FIne,Nov,2019
Akola,LRA,Nov,2019
Akola,N-44,Nov,2019
Akola,DCH-32(Unginned),Nov,2019
Aurangabad,Varaxmi,Nov,2019
Aurangabad,Desi,Nov,2019
Aurangabad,Other,Nov,2019
Aurangabad,H-4(A) 27mm FIne,Nov,2019
Aurangabad,LRA,Nov,2019
Aurangabad,N-44,Nov,2019
Aurangabad,DCH-32(Unginned),Nov,2019
Wardha,Varaxmi,Dec,2019
Wardha,Desi,Dec,2019
Wardha,Other,Dec,2019
Wardha,H-4(A) 27mm FIne,Dec,2019
Wardha,LRA,Dec,2019
Wardha,N-44,Dec,2019
Wardha,DCH-32(Unginned),Dec,2019
Nagpur,Varaxmi,Dec,2019
Nagpur,Desi,Dec,2019
Nagpur,Other,Dec,2019
Nagpur,H-4(A) 27mm FIne,Dec,2019
Nagpur,LRA,Dec,2019
Nagpur,N-44,Dec,2019
Nagpur,DCH-32(Unginned),Dec,2019
Yavatmal,Varaxmi,Dec,2019
Yavatmal,Desi,Dec,2019
Yavatmal,Other,Dec,2019
Yavatmal,H-4(A) 27mm FIne,Dec,2019
Yavatmal,LRA,Dec,2019
Yavatmal,N-44,Dec,2019
Yavatmal,DCH-32(Unginned),Dec,2019
Chandrapur,Varaxmi,Dec,2019
Chandrapur,Desi,Dec,2019
Chandrapur,Other,Dec,2019
Chandrapur,H-4(A) 27mm FIne,Dec,2019
Chandrapur,LRA,Dec,2019
Chandrapur,N-44,Dec,2019
Chandrapur,DCH-32(Unginned),Dec,2019
Parbhani,Varaxmi,Dec,2019
Parbhani,Desi,Dec,2019
Parbhani,Other,Dec,2019
Parbhani,H-4(A) 27mm FIne,Dec,2019
Parbhani,LRA,Dec,2019
Parbhani,N-44,Dec,2019
Parbhani,DCH-32(Unginned),Dec,2019
Amarawati,Varaxmi,Dec,2019
Amarawati,Desi,Dec,2019
Amarawati,Other,Dec,2019
Amarawati,H-4(A) 27mm FIne,Dec,2019
Amarawati,LRA,Dec,2019
Amarawati,N-44,Dec,2019
Amarawati,DCH-32(Unginned),Dec,2019
Jalana,Varaxmi,Dec,2019
Jalana,Desi,Dec,2019
Jalana,Other,Dec,2019
Jalana,H-4(A) 27mm FIne,Dec,2019
Jalana,LRA,Dec,2019
Jalana,N-44,Dec,2019
Jalana,DCH-32(Unginned),Dec,2019
Beed,Varaxmi,Dec,2019
Beed,Desi,Dec,2019
Beed,Other,Dec,2019
Beed,H-4(A) 27mm FIne,Dec,2019
Beed,LRA,Dec,2019
Beed,N-44,Dec,2019
Beed,DCH-32(Unginned),Dec,2019
Buldhana,Varaxmi,Dec,2019
Buldhana,Desi,Dec,2019
Buldhana,Other,Dec,2019
Buldhana,H-4(A) 27mm FIne,Dec,2019
Buldhana,LRA,Dec,2019
Buldhana,N-44,Dec,2019
Buldhana,DCH-32(Unginned),Dec,2019
Nanded,Varaxmi,Dec,2019
Nanded,Desi,Dec,2019
Nanded,Other,Dec,2019
Nanded,H-4(A) 27mm FIne,Dec,2019
Nanded,LRA,Dec,2019
Nanded,N-44,Dec,2019
Nanded,DCH-32(Unginned),Dec,2019
Akola,Varaxmi,Dec,2019
Akola,Desi,Dec,2019
Akola,Other,Dec,2019
Akola,H-4(A) 27mm FIne,Dec,2019
Akola,LRA,Dec,2019
Akola,N-44,Dec,2019
Akola,DCH-32(Unginned),Dec,2019
Aurangabad,Varaxmi,Dec,2019
Aurangabad,Desi,Dec,2019
Aurangabad,Other,Dec,2019
Aurangabad,H-4(A) 27mm FIne,Dec,2019
Aurangabad,LRA,Dec,2019
Aurangabad,N-44,Dec,2019
Aurangabad,DCH-32(Unginned),Dec,2019
Wardha,Varaxmi,Mar,2018
Wardha,Desi,Mar,2018
Wardha,Other,Mar,2018
Wardha,H-4(A) 27mm FIne,Mar,2018
Wardha,LRA,Mar,2018
Wardha,N-44,Mar,2018
Wardha,DCH-32(Unginned),Mar,2018
Nagpur,Varaxmi,Mar,2018
Nagpur,Desi,Mar,2018
Nagpur,Other,Mar,2018
Nagpur,H-4(A) 27mm FIne,Mar,2018
Nagpur,LRA,Mar,2018
Nagpur,N-44,Mar,2018
Nagpur,DCH-32(Unginned),Mar,2018
Yavatmal,Varaxmi,Mar,2018
Yavatmal,Desi,Mar,2018
Yavatmal,Other,Mar,2018
Yavatmal,H-4(A) 27mm FIne,Mar,2018
Yavatmal,LRA,Mar,2018
Yavatmal,N-44,Mar,2018
Yavatmal,DCH-32(Unginned),Mar,2018
Chandrapur,Varaxmi,Mar,2018
Chandrapur,Desi,Mar,2018
Chandrapur,Other,Mar,2018
Chandrapur,H-4(A) 27mm FIne,Mar,2018
Chandrapur,LRA,Mar,2018
Chandrapur,N-44,Mar,2018
Chandrapur,DCH-32(Unginned),Mar,2018
Parbhani,Varaxmi,Mar,2018
Parbhani,Desi,Mar,2018
Parbhani,Other,Mar,2018
Parbhani,H-4(A) 27mm FIne,Mar,2018
Parbhani,LRA,Mar,2018
Parbhani,N-44,Mar,2018
Parbhani,DCH-32(Unginned),Mar,2018
Amarawati,Varaxmi,Mar,2018
Amarawati,Desi,Mar,2018
Amarawati,Other,Mar,2018
Amarawati,H-4(A) 27mm FIne,Mar,2018
Amarawati,LRA,Mar,2018
Amarawati,N-44,Mar,2018
Amarawati,DCH-32(Unginned),Mar,2018
Jalana,Varaxmi,Mar,2018
Jalana,Desi,Mar,2018
Jalana,Other,Mar,2018
Jalana,H-4(A) 27mm FIne,Mar,2018
Jalana,LRA,Mar,2018
Jalana,N-44,Mar,2018
Jalana,DCH-32(Unginned),Mar,2018
Beed,Varaxmi,Mar,2018
Beed,Desi,Mar,2018
Beed,Other,Mar,2018
Beed,H-4(A) 27mm FIne,Mar,2018
Beed,LRA,Mar,2018
Beed,N-44,Mar,2018
Beed,DCH-32(Unginned),Mar,2018
Buldhana,Varaxmi,Mar,2018
Buldhana,Desi,Mar,2018
Buldhana,Other,Mar,2018
Buldhana,H-4(A) 27mm FIne,Mar,2018
Buldhana,LRA,Mar,2018
Buldhana,N-44,Mar,2018
Buldhana,DCH-32(Unginned),Mar,2018
Nanded,Varaxmi,Mar,2018
Nanded,Desi,Mar,2018
Nanded,Other,Mar,2018
Nanded,H-4(A) 27mm FIne,Mar,2018
Nanded,LRA,Mar,2018
Nanded,N-44,Mar,2018
Nanded,DCH-32(Unginned),Mar,2018
Akola,Varaxmi,Mar,2018
Akola,Desi,Mar,2018
Akola,Other,Mar,2018
Akola,H-4(A) 27mm FIne,Mar,2018
Akola,LRA,Mar,2018
Akola,N-44,Mar,2018
Akola,DCH-32(Unginned),Mar,2018
Aurangabad,Varaxmi,Mar,2018
Aurangabad,Desi,Mar,2018
Aurangabad,Other,Mar,2018
Aurangabad,H-4(A) 27mm FIne,Mar,2018
Aurangabad,LRA,Mar,2018
Aurangabad,N-44,Mar,2018
Aurangabad,DCH-32(Unginned),Mar,2018
Wardha,Varaxmi,Apr,2018
Wardha,Desi,Apr,2018
Wardha,Other,Apr,2018
Wardha,H-4(A) 27mm FIne,Apr,2018
Wardha,LRA,Apr,2018
Wardha,N-44,Apr,2018
Wardha,DCH-32(Unginned),Apr,2018
Nagpur,Varaxmi,Apr,2018
Nagpur,Desi,Apr,2018
Nagpur,Other,Apr,2018
Nagpur,H-4(A) 27mm FIne,Apr,2018
Nagpur,LRA,Apr,2018
Nagpur,N-44,Apr,2018
Nagpur,DCH-32(Unginned),Apr,2018
Yavatmal,Varaxmi,Apr,2018
Yavatmal,Desi,Apr,2018
Yavatmal,Other,Apr,2018
Yavatmal,H-4(A) 27mm FIne,Apr,2018
Yavatmal,LRA,Apr,2018
Yavatmal,N-44,Apr,2018
Yavatmal,DCH-32(Unginned),Apr,2018
Chandrapur,Varaxmi,Apr,2018
Chandrapur,Desi,Apr,2018
Chandrapur,Other,Apr,2018
Chandrapur,H-4(A) 27mm FIne,Apr,2018
Chandrapur,LRA,Apr,2018
Chandrapur,N-44,Apr,2018
Chandrapur,DCH-32(Unginned),Apr,2018
Parbhani,Varaxmi,Apr,2018
Parbhani,Desi,Apr,2018
Parbhani,Other,Apr,2018
Parbhani,H-4(A) 27mm FIne,Apr,2018
Parbhani,LRA,Apr,2018
Parbhani,N-44,Apr,2018
Parbhani,DCH-32(Unginned),Apr,2018
Amarawati,Varaxmi,Apr,2018
Amarawati,Desi,Apr,2018
Amarawati,Other,Apr,2018
Amarawati,H-4(A) 27mm FIne,Apr,2018
Amarawati,LRA,Apr,2018
Amarawati,N-44,Apr,2018
Amarawati,DCH-32(Unginned),Apr,2018
Jalana,Varaxmi,Apr,2018
Jalana,Desi,Apr,2018
Jalana,Other,Apr,2018
Jalana,H-4(A) 27mm FIne,Apr,2018
Jalana,LRA,Apr,2018
Jalana,N-44,Apr,2018
Jalana,DCH-32(Unginned),Apr,2018
Beed,Varaxmi,Apr,2018
Beed,Desi,Apr,2018
Beed,Other,Apr,2018
Beed,H-4(A) 27mm FIne,Apr,2018
Beed,LRA,Apr,2018
Beed,N-44,Apr,2018
Beed,DCH-32(Unginned),Apr,2018
Buldhana,Varaxmi,Apr,2018
Buldhana,Desi,Apr,2018
Buldhana,Other,Apr,2018
Buldhana,H-4(A) 27mm FIne,Apr,2018
Buldhana,LRA,Apr,2018
Buldhana,N-44,Apr,2018
Buldhana,DCH-32(Unginned),Apr,2018
Nanded,Varaxmi,Apr,2018
Nanded,Desi,Apr,2018
Nanded,Other,Apr,2018
Nanded,H-4(A) 27mm FIne,Apr,2018
Nanded,LRA,Apr,2018
Nanded,N-44,Apr,2018
Nanded,DCH-32(Unginned),Apr,2018
Akola,Varaxmi,Apr,2018
Akola,Desi,Apr,2018
Akola,Other,Apr,2018
Akola,H-4(A) 27mm FIne,Apr,2018
Akola,LRA,Apr,2018
Akola,N-44,Apr,2018
Akola,DCH-32(Unginned),Apr,2018
Aurangabad,Varaxmi,Apr,2018
Aurangabad,Desi,Apr,2018
Aurangabad,Other,Apr,2018
Aurangabad,H-4(A) 27mm FIne,Apr,2018
Aurangabad,LRA,Apr,2018
Aurangabad,N-44,Apr,2018
Aurangabad,DCH-32(Unginned),Apr,2018
Wardha,Varaxmi,May,2018
Wardha,Desi,May,2018
Wardha,Other,May,2018
Wardha,H-4(A) 27mm FIne,May,2018
Wardha,LRA,May,2018
Wardha,N-44,May,2018
Wardha,DCH-32(Unginned),May,2018
Nagpur,Varaxmi,May,2018
Nagpur,Desi,May,2018
Nagpur,Other,May,2018
Nagpur,H-4(A) 27mm FIne,May,2018
Nagpur,LRA,May,2018
Nagpur,N-44,May,2018
Nagpur,DCH-32(Unginned),May,2018
Yavatmal,Varaxmi,May,2018
Yavatmal,Desi,May,2018
Yavatmal,Other,May,2018
Yavatmal,H-4(A) 27mm FIne,May,2018
Yavatmal,LRA,May,2018
Yavatmal,N-44,May,2018
Yavatmal,DCH-32(Unginned),May,2018
Chandrapur,Varaxmi,May,2018
Chandrapur,Desi,May,2018
Chandrapur,Other,May,2018
Chandrapur,H-4(A) 27mm FIne,May,2018
Chandrapur,LRA,May,2018
Chandrapur,N-44,May,2018
Chandrapur,DCH-32(Unginned),May,2018
Parbhani,Varaxmi,May,2018
Parbhani,Desi,May,2018
Parbhani,Other,May,2018
Parbhani,H-4(A) 27mm FIne,May,2018
Parbhani,LRA,May,2018
Parbhani,N-44,May,2018
Parbhani,DCH-32(Unginned),May,2018
Amarawati,Varaxmi,May,2018
Amarawati,Desi,May,2018
Amarawati,Other,May,2018
Amarawati,H-4(A) 27mm FIne,May,2018
Amarawati,LRA,May,2018
Amarawati,N-44,May,2018
Amarawati,DCH-32(Unginned),May,2018
Jalana,Varaxmi,May,2018
Jalana,Desi,May,2018
Jalana,Other,May,2018
Jalana,H-4(A) 27mm FIne,May,2018
Jalana,LRA,May,2018
Jalana,N-44,May,2018
Jalana,DCH-32(Unginned),May,2018
Beed,Varaxmi,May,2018
Beed,Desi,May,2018
Beed,Other,May,2018
Beed,H-4(A) 27mm FIne,May,2018
Beed,LRA,May,2018
Beed,N-44,May,2018
Beed,DCH-32(Unginned),May,2018
