District,Variety,Month,Year
Hingoli,Desi,May,2018
Hingoli,Other,May,2018
Hingoli,H-4(A) 27mm FIne,May,2018
Hingoli,LRA,May,2018
Hingoli,N-44,May,2018
Hingoli,DCH-32(Unginned),May,2018
Vashim,Varaxmi,May,2018
Vashim,Desi,May,2018
Vashim,Other,May,2018
Vashim,H-4(A) 27mm FIne,May,2018
Vashim,LRA,May,2018
Vashim,N-44,May,2018
Vashim,DCH-32(Unginned),May,2018
Gadchiroli,Varaxmi,May,2018
Gadchiroli,Desi,May,2018
Gadchiroli,Other,May,2018
Gadchiroli,H-4(A) 27mm FIne,May,2018
Gadchiroli,LRA,May,2018
Gadchiroli,N-44,May,2018
Gadchiroli,DCH-32(Unginned),May,2018
Nandurbar,Varaxmi,May,2018
Nandurbar,Desi,May,2018
Nandurbar,Other,May,2018
Nandurbar,H-4(A) 27mm FIne,May,2018
Nandurbar,LRA,May,2018
Nandurbar,N-44,May,2018
Nandurbar,DCH-32(Unginned),May,2018
Ahmednagar,Varaxmi,May,2018
Ahmednagar,Desi,May,2018
Ahmednagar,Other,May,2018
Ahmednagar,H-4(A) 27mm FIne,May,2018
Ahmednagar,LRA,May,2018
Ahmednagar,N-44,May,2018
Ahmednagar,DCH-32(Unginned),May,2018
Jalgaon,Varaxmi,Jun,2018
Jalgaon,Desi,Jun,2018
Jalgaon,Other,Jun,2018
Jalgaon,H-4(A) 27mm FIne,Jun,2018
Jalgaon,LRA,Jun,2018
Jalgaon,N-44,Jun,2018
Jalgaon,DCH-32(Unginned),Jun,2018
Hingoli,Varaxmi,Jun,2018
Hingoli,Desi,Jun,2018
Hingoli,Other,Jun,2018
Hingoli,H-4(A) 27mm FIne,Jun,2018
Hingoli,LRA,Jun,2018
Hingoli,N-44,Jun,2018
Hingoli,DCH-32(Unginned),Jun,2018
Vashim,Varaxmi,Jun,2018
Vashim,Desi,Jun,2018
Vashim,Other,Jun,2018
Vashim,H-4(A) 27mm FIne,Jun,2018
Vashim,LRA,Jun,2018
Vashim,N-44,Jun,2018
Vashim,DCH-32(Unginned),Jun,2018
Gadchiroli,Varaxmi,Jun,2018
Gadchiroli,Desi,Jun,2018
Gadchiroli,Other,Jun,2018
Gadchiroli,H-4(A) 27mm FIne,Jun,2018
Gadchiroli,LRA,Jun,2018
Gadchiroli,N-44,Jun,2018
Gadchiroli,DCH-32(Unginned),Jun,2018
Nandurbar,Varaxmi,Jun,2018
Nandurbar,Desi,Jun,2018
Nandurbar,Other,Jun,2018
Nandurbar,H-4(A) 27mm FIne,Jun,2018
Nandurbar,LRA,Jun,2018
Nandurbar,N-44,Jun,2018
Nandurbar,DCH-32(Unginned),Jun,2018
Ahmednagar,Varaxmi,Jun,2018
Ahmednagar,Desi,Jun,2018
Ahmednagar,Other,Jun,2018
Ahmednagar,H-4(A) 27mm FIne,Jun,2018
Ahmednagar,LRA,Jun,2018
Ahmednagar,N-44,Jun,2018
Ahmednagar,DCH-32(Unginned),Jun,2018
Jalgaon,Varaxmi,Jul,2018
Jalgaon,Desi,Jul,2018
Jalgaon,Other,Jul,2018
Jalgaon,H-4(A) 27mm FIne,Jul,2018
Jalgaon,LRA,Jul,2018
Jalgaon,N-44,Jul,2018
Jalgaon,DCH-32(Unginned),Jul,2018
Hingoli,Varaxmi,Jul,2018
Hingoli,Desi,Jul,2018
Hingoli,Other,Jul,2018
Hingoli,H-4(A) 27mm FIne,Jul,2018
Hingoli,LRA,Jul,2018
Hingoli,N-44,Jul,2018
Hingoli,DCH-32(Unginned),Jul,2018
Vashim,Varaxmi,Jul,2018
Vashim,Desi,Jul,2018
Vashim,Other,Jul,2018
Vashim,H-4(A) 27mm FIne,Jul,2018
Vashim,LRA,Jul,2018
Vashim,N-44,Jul,2018
Vashim,DCH-32(Unginned),Jul,2018
Gadchiroli,Varaxmi,Jul,2018
Gadchiroli,Desi,Jul,2018
Gadchiroli,Other,Jul,2018
Gadchiroli,H-4(A) 27mm FIne,Jul,2018
Gadchiroli,LRA,Jul,2018
Gadchiroli,N-44,Jul,2018
Gadchiroli,DCH-32(Unginned),Jul,2018
Nandurbar,Varaxmi,Jul,2018
Nandurbar,Desi,Jul,2018
Nandurbar,Other,Jul,2018
Nandurbar,H-4(A) 27mm FIne,Jul,2018
Nandurbar,LRA,Jul,2018
Nandurbar,N-44,Jul,2018
Nandurbar,DCH-32(Unginned),Jul,2018
Ahmednagar,Varaxmi,Jul,2018
Ahmednagar,Desi,Jul,2018
Ahmednagar,Other,Jul,2018
Ahmednagar,H-4(A) 27mm FIne,Jul,2018
Ahmednagar,LRA,Jul,2018
Ahmednagar,N-44,Jul,2018
Ahmednagar,DCH-32(Unginned),Jul,2018
Jalgaon,Varaxmi,Aug,2018
Jalgaon,Desi,Aug,2018
Jalgaon,Other,Aug,2018
Jalgaon,H-4(A) 27mm FIne,Aug,2018
Jalgaon,LRA,Aug,2018
Jalgaon,N-44,Aug,2018
Jalgaon,DCH-32(Unginned),Aug,2018
Hingoli,Varaxmi,Aug,2018
Hingoli,Desi,Aug,2018
Hingoli,Other,Aug,2018
Hingoli,H-4(A) 27mm FIne,Aug,2018
Hingoli,LRA,Aug,2018
Hingoli,N-44,Aug,2018
Hingoli,DCH-32(Unginned),Aug,2018
Vashim,Varaxmi,Aug,2018
Vashim,Desi,Aug,2018
Vashim,Other,Aug,2018
Vashim,H-4(A) 27mm FIne,Aug,2018
Vashim,LRA,Aug,2018
Vashim,N-44,Aug,2018
Vashim,DCH-32(Unginned),Aug,2018
Gadchiroli,Varaxmi,Aug,2018
Gadchiroli,Desi,Aug,2018
Gadchiroli,Other,Aug,2018
Gadchiroli,H-4(A) 27mm FIne,Aug,2018
Gadchiroli,LRA,Aug,2018
Gadchiroli,N-44,Aug,2018
Gadchiroli,DCH-32(Unginned),Aug,2018
Nandurbar,Varaxmi,Aug,2018
Nandurbar,Desi,Aug,2018
Nandurbar,Other,Aug,2018
Nandurbar,H-4(A) 27mm FIne,Aug,2018
Nandurbar,LRA,Aug,2018
Nandurbar,N-44,Aug,2018
Nandurbar,DCH-32(Unginned),Aug,2018
Ahmednagar,Varaxmi,Aug,2018
Ahmednagar,Desi,Aug,2018
Ahmednagar,Other,Aug,2018
Ahmednagar,H-4(A) 27mm FIne,Aug,2018
Ahmednagar,LRA,Aug,2018
Ahmednagar,N-44,Aug,2018
Ahmednagar,DCH-32(Unginned),Aug,2018
Jalgaon,Varaxmi,Sep,2018
Jalgaon,Desi,Sep,2018
Jalgaon,Other,Sep,2018
Jalgaon,H-4(A) 27mm FIne,Sep,2018
Jalgaon,LRA,Sep,2018
Jalgaon,N-44,Sep,2018
Jalgaon,DCH-32(Unginned),Sep,2018
Hingoli,Varaxmi,Sep,2018
Hingoli,Desi,Sep,2018
Hingoli,Other,Sep,2018
Hingoli,H-4(A) 27mm FIne,Sep,2018
Hingoli,LRA,Sep,2018
Hingoli,N-44,Sep,2018
Hingoli,DCH-32(Unginned),Sep,2018
Vashim,Varaxmi,Sep,2018
Vashim,Desi,Sep,2018
Vashim,Other,Sep,2018
Vashim,H-4(A) 27mm FIne,Sep,2018
Vashim,LRA,Sep,2018
Vashim,N-44,Sep,2018
Vashim,DCH-32(Unginned),Sep,2018
Gadchiroli,Varaxmi,Sep,2018
Gadchiroli,Desi,Sep,2018
Gadchiroli,Other,Sep,2018
Gadchiroli,H-4(A) 27mm FIne,Sep,2018
Gadchiroli,LRA,Sep,2018
Gadchiroli,N-44,Sep,2018
Gadchiroli,DCH-32(Unginned),Sep,2018
Nandurbar,Varaxmi,Sep,2018
Nandurbar,Desi,Sep,2018
Nandurbar,Other,Sep,2018
Nandurbar,H-4(A) 27mm FIne,Sep,2018
Nandurbar,LRA,Sep,2018
Nandurbar,N-44,Sep,2018
Nandurbar,DCH-32(Unginned),Sep,2018
Ahmednagar,Varaxmi,Sep,2018
Ahmednagar,Desi,Sep,2018
Ahmednagar,Other,Sep,2018
Ahmednagar,H-4(A) 27mm FIne,Sep,2018
Ahmednagar,LRA,Sep,2018
Ahmednagar,N-44,Sep,2018
Ahmednagar,DCH-32(Unginned),Sep,2018
Jalgaon,Varaxmi,Oct,2018
Jalgaon,Desi,Oct,2018
Jalgaon,Other,Oct,2018
Jalgaon,H-4(A) 27mm FIne,Oct,2018
Jalgaon,LRA,Oct,2018
Jalgaon,N-44,Oct,2018
Jalgaon,DCH-32(Unginned),Oct,2018
Hingoli,Varaxmi,Oct,2018
Hingoli,Desi,Oct,2018
Hingoli,Other,Oct,2018
Hingoli,H-4(A) 27mm FIne,Oct,2018
Hingoli,LRA,Oct,2018
Hingoli,N-44,Oct,2018
Hingoli,DCH-32(Unginned),Oct,2018
Vashim,Varaxmi,Oct,2018
Vashim,Desi,Oct,2018
Vashim,Other,Oct,2018
Vashim,H-4(A) 27mm FIne,Oct,2018
Vashim,LRA,Oct,2018
Vashim,N-44,Oct,2018
Vashim,DCH-32(Unginned),Oct,2018
Gadchiroli,Varaxmi,Oct,2018
Gadchiroli,Desi,Oct,2018
Gadchiroli,Other,Oct,2018
Gadchiroli,H-4(A) 27mm FIne,Oct,2018
Gadchiroli,LRA,Oct,2018
Gadchiroli,N-44,Oct,2018
Gadchiroli,DCH-32(Unginned),Oct,2018
Nandurbar,Varaxmi,Oct,2018
Nandurbar,Desi,Oct,2018
Nandurbar,Other,Oct,2018
Nandurbar,H-4(A) 27mm FIne,Oct,2018
Nandurbar,LRA,Oct,2018
Nandurbar,N-44,Oct,2018
Nandurbar,DCH-32(Unginned),Oct,2018
Ahmednagar,Varaxmi,Oct,2018
Ahmednagar,Desi,Oct,2018
Ahmednagar,Other,Oct,2018
Ahmednagar,H-4(A) 27mm FIne,Oct,2018
Ahmednagar,LRA,Oct,2018
Ahmednagar,N-44,Oct,2018
Ahmednagar,DCH-32(Unginned),Oct,2018
Jalgaon,Varaxmi,Nov,2018
Jalgaon,Desi,Nov,2018
Jalgaon,Other,Nov,2018
Jalgaon,H-4(A) 27mm FIne,Nov,2018
Jalgaon,LRA,Nov,2018
Jalgaon,N-44,Nov,2018
Jalgaon,DCH-32(Unginned),Nov,2018
Hingoli,Varaxmi,Nov,2018
Hingoli,Desi,Nov,2018
Hingoli,Other,Nov,2018
Hingoli,H-4(A) 27mm FIne,Nov,2018
Hingoli,LRA,Nov,2018
Hingoli,N-44,Nov,2018
Hingoli,DCH-32(Unginned),Nov,2018
Vashim,Varaxmi,Nov,2018
Vashim,Desi,Nov,2018
Vashim,Other,Nov,2018
Vashim,H-4(A) 27mm FIne,Nov,2018
Vashim,LRA,Nov,2018
Vashim,N-44,Nov,2018
Vashim,DCH-32(Unginned),Nov,2018
Gadchiroli,Varaxmi,Nov,2018
Gadchiroli,Desi,Nov,2018
Gadchiroli,Other,Nov,2018
Gadchiroli,H-4(A) 27mm FIne,Nov,2018
Gadchiroli,LRA,Nov,2018
Gadchiroli,N-44,Nov,2018
Gadchiroli,DCH-32(Unginned),Nov,2018
Nandurbar,Varaxmi,Nov,2018
Nandurbar,Desi,Nov,2018
Nandurbar,Other,Nov,2018
Nandurbar,H-4(A) 27mm FIne,Nov,2018
Nandurbar,LRA,Nov,2018
Nandurbar,N-44,Nov,2018
Nandurbar,DCH-32(Unginned),Nov,2018
Ahmednagar,Varaxmi,Nov,2018
Ahmednagar,Desi,Nov,2018
Ahmednagar,Other,Nov,2018
Ahmednagar,H-4(A) 27mm FIne,Nov,2018
Ahmednagar,LRA,Nov,2018
Ahmednagar,N-44,Nov,2018
Ahmednagar,DCH-32(Unginned),Nov,2018
Jalgaon,Varaxmi,Dec,2018
Jalgaon,Desi,Dec,2018
Jalgaon,Other,Dec,2018
Jalgaon,H-4(A) 27mm FIne,Dec,2018
Jalgaon,LRA,Dec,2018
Jalgaon,N-44,Dec,2018
Jalgaon,DCH-32(Unginned),Dec,2018
Hingoli,Varaxmi,Dec,2018
Hingoli,Desi,Dec,2018
Hingoli,Other,Dec,2018
Hingoli,H-4(A) 27mm FIne,Dec,2018
Hingoli,LRA,Dec,2018
Hingoli,N-44,Dec,2018
Hingoli,DCH-32(Unginned),Dec,2018
Vashim,Varaxmi,Dec,2018
Vashim,Desi,Dec,2018
Vashim,Other,Dec,2018
Vashim,H-4(A) 27mm FIne,Dec,2018
Vashim,LRA,Dec,2018
Vashim,N-44,Dec,2018
Vashim,DCH-32(Unginned),Dec,2018
Gadchiroli,Varaxmi,Dec,2018
Gadchiroli,Desi,Dec,2018
Gadchiroli,Other,Dec,2018
Gadchiroli,H-4(A) 27mm FIne,Dec,2018
Gadchiroli,LRA,Dec,2018
Gadchiroli,N-44,Dec,2018
Gadchiroli,DCH-32(Unginned),Dec,2018
Nandurbar,Varaxmi,Dec,2018
Nandurbar,Desi,Dec,2018
Nandurbar,Other,Dec,2018
Nandurbar,H-4(A) 27mm FIne,Dec,2018
Nandurbar,LRA,Dec,2018
Nandurbar,N-44,Dec,2018
Nandurbar,DCH-32(Unginned),Dec,2018
Ahmednagar,Varaxmi,Dec,2018
Ahmednagar,Desi,Dec,2018
Ahmednagar,Other,Dec,2018
Ahmednagar,H-4(A) 27mm FIne,Dec,2018
Ahmednagar,LRA,Dec,2018
Ahmednagar,N-44,Dec,2018
Ahmednagar,DCH-32(Unginned),Dec,2018
Pune,Varaxmi,Jan,2019
Pune,Desi,Jan,2019
Pune,Other,Jan,2019
Pune,H-4(A) 27mm FIne,Jan,2019
Pune,LRA,Jan,2019
Pune,N-44,Jan,2019
Pune,DCH-32(Unginned),Jan,2019
Dhule,Varaxmi,Jan,2019
Dhule,Desi,Jan,2019
Dhule,Other,Jan,2019
Dhule,H-4(A) 27mm FIne,Jan,2019
Dhule,LRA,Jan,2019
Dhule,N-44,Jan,2019
Dhule,DCH-32(Unginned),Jan,2019
Pune,Varaxmi,Feb,2019
Pune,Desi,Feb,2019
Pune,Other,Feb,2019
Pune,H-4(A) 27mm FIne,Feb,2019
Pune,LRA,Feb,2019
Pune,N-44,Feb,2019
Pune,DCH-32(Unginned),Feb,2019
Dhule,Varaxmi,Feb,2019
Dhule,Desi,Feb,2019
Dhule,Other,Feb,2019
Dhule,H-4(A) 27mm FIne,Feb,2019
Dhule,LRA,Feb,2019
Dhule,N-44,Feb,2019
Dhule,DCH-32(Unginned),Feb,2019
Pune,Varaxmi,Mar,2019
Pune,Desi,Mar,2019
Pune,Other,Mar,2019
Pune,H-4(A) 27mm FIne,Mar,2019
Pune,LRA,Mar,2019
Pune,N-44,Mar,2019
Pune,DCH-32(Unginned),Mar,2019
Dhule,Varaxmi,Mar,2019
Dhule,Desi,Mar,2019
Dhule,Other,Mar,2019
Dhule,H-4(A) 27mm FIne,Mar,2019
Dhule,LRA,Mar,2019
Dhule,N-44,Mar,2019
Dhule,DCH-32(Unginned),Mar,2019
Pune,Varaxmi,Apr,2019
Pune,Desi,Apr,2019
Pune,Other,Apr,2019
Pune,H-4(A) 27mm FIne,Apr,2019
Pune,LRA,Apr,2019
Pune,N-44,Apr,2019
Pune,DCH-32(Unginned),Apr,2019
Dhule,Varaxmi,Apr,2019
Dhule,Desi,Apr,2019
Dhule,Other,Apr,2019
Dhule,H-4(A) 27mm FIne,Apr,2019
Dhule,LRA,Apr,2019
Dhule,N-44,Apr,2019
Dhule,DCH-32(Unginned),Apr,2019
Pune,Varaxmi,May,2019
Pune,Desi,May,2019
Pune,Other,May,2019
Pune,H-4(A) 27mm FIne,May,2019
Pune,LRA,May,2019
Pune,N-44,May,2019
Pune,DCH-32(Unginned),May,2019
Dhule,Varaxmi,May,2019
Dhule,Desi,May,2019
Dhule,Other,May,2019
Dhule,H-4(A) 27mm FIne,May,2019
Dhule,LRA,May,2019
Dhule,N-44,May,2019
Dhule,DCH-32(Unginned),May,2019
Pune,Varaxmi,June,2019
Pune,Desi,Jun,2019
Pune,Other,Jun,2019
Pune,H-4(A) 27mm FIne,Jun,2019
Pune,LRA,Jun,2019
Pune,N-44,Jun,2019
Pune,DCH-32(Unginned),Jun,2019
Dhule,Varaxmi,Jun,2019
Dhule,Desi,Jun,2019
Dhule,Other,Jun,2019
Dhule,H-4(A) 27mm FIne,Jun,2019
Dhule,LRA,Jun,2019
Dhule,N-44,Jun,2019
Dhule,DCH-32(Unginned),Jun,2019
Pune,Varaxmi,Jul,2019
Pune,Desi,Jul,2019
Pune,Other,Jul,2019
Pune,H-4(A) 27mm FIne,Jul,2019
Pune,LRA,Jul,2019
Pune,N-44,Jul,2019
Pune,DCH-32(Unginned),Jul,2019
Dhule,Varaxmi,Jul,2019
Dhule,Desi,Jul,2019
Dhule,Other,Jul,2019
Dhule,H-4(A) 27mm FIne,Jul,2019
Dhule,LRA,Jul,2019
Dhule,N-44,Jul,2019
Dhule,DCH-32(Unginned),Jul,2019
Pune,Varaxmi,Aug,2019
Pune,Desi,Aug,2019
Pune,Other,Aug,2019
Pune,H-4(A) 27mm FIne,Aug,2019
Pune,LRA,Aug,2019
Pune,N-44,Aug,2019
Pune,DCH-32(Unginned),Aug,2019
Dhule,Varaxmi,Aug,2019
Dhule,Desi,Aug,2019
Dhule,Other,Aug,2019
Dhule,H-4(A) 27mm FIne,Aug,2019
Dhule,LRA,Aug,2019
Dhule,N-44,Aug,2019
Dhule,DCH-32(Unginned),Aug,2019
Pune,Varaxmi,Sep,2019
Pune,Desi,Sep,2019
Pune,Other,Sep,2019
Pune,H-4(A) 27mm FIne,Sep,2019
Pune,LRA,Sep,2019
Pune,N-44,Sep,2019
Pune,DCH-32(Unginned),Sep,2019
Dhule,Varaxmi,Sep,2019
Dhule,Desi,Sep,2019
Dhule,Other,Sep,2019
Dhule,H-4(A) 27mm FIne,Sep,2019
Dhule,LRA,Sep,2019
Dhule,N-44,Sep,2019
Dhule,DCH-32(Unginned),Sep,2019
Pune,Varaxmi,Oct,2019
Pune,Desi,Oct,2019
Pune,Other,Oct,2019
Pune,H-4(A) 27mm FIne,Oct,2019
Pune,LRA,Oct,2019
Pune,N-44,Oct,2019
Pune,DCH-32(Unginned),Oct,2019
Dhule,Varaxmi,Oct,2019
Dhule,Desi,Oct,2019
Dhule,Other,Oct,2019
Dhule,H-4(A) 27mm FIne,Oct,2019
Dhule,LRA,Oct,2019
Dhule,N-44,Oct,2019
Dhule,DCH-32(Unginned),Oct,2019
Pune,Varaxmi,Nov,2019
Pune,Desi,Nov,2019
Pune,Other,Nov,2019
Pune,H-4(A) 27mm FIne,Nov,2019
Pune,LRA,Nov,2019
Pune,N-44,Nov,2019
Pune,DCH-32(Unginned),Nov,2019
Dhule,Varaxmi,Nov,2019
Dhule,Desi,Nov,2019
Dhule,Other,Nov,2019
Dhule,H-4(A) 27mm FIne,Nov,2019
Dhule,LRA,Nov,2019
Dhule,N-44,Nov,2019
Dhule,DCH-32(Unginned),Nov,2019
Pune,Varaxmi,Dec,2019
Pune,Desi,Dec,2019
Pune,Other,Dec,2019
Pune,H-4(A) 27mm FIne,Dec,2019
Pune,LRA,Dec,2019
Pune,N-44,Dec,2019
Pune,DCH-32(Unginned),Dec,2019
Dhule,Varaxmi,Dec,2019
Dhule,Desi,Dec,2019
Dhule,Other,Dec,2019
Dhule,H-4(A) 27mm FIne,Dec,2019
Dhule,LRA,Dec,2019
Dhule,N-44,Dec,2019
Dhule,DCH-32(Unginned),Dec,2019
Pune,Varaxmi,Mar,2018
Pune,Desi,Mar,2018
Pune,Other,Mar,2018
Pune,H-4(A) 27mm FIne,Mar,2018
Pune,LRA,Mar,2018
Pune,N-44,Mar,2018
Pune,DCH-32(Unginned),Mar,2018
Dhule,Varaxmi,Mar,2018
Dhule,Desi,Mar,2018
Dhule,Other,Mar,2018
Dhule,H-4(A) 27mm FIne,Mar,2018
Dhule,LRA,Mar,2018
Dhule,N-44,Mar,2018
Dhule,DCH-32(Unginned),Mar,2018
Pune,Varaxmi,Apr,2018
Pune,Desi,Apr,2018
Pune,Other,Apr,2018
Pune,H-4(A) 27mm FIne,Apr,2018
Pune,LRA,Apr,2018
Pune,N-44,Apr,2018
Pune,DCH-32(Unginned),Apr,2018
Dhule,Varaxmi,Apr,2018
Dhule,Desi,Apr,2018
Dhule,Other,Apr,2018
Dhule,H-4(A) 27mm FIne,Apr,2018
Dhule,LRA,Apr,2018
Dhule,N-44,Apr,2018
Dhule,DCH-32(Unginned),Apr,2018
Pune,Varaxmi,May,2018
Pune,Desi,May,2018
Pune,Other,May,2018
Pune,H-4(A) 27mm FIne,May,2018
Pune,LRA,May,2018
Pune,N-44,May,2018
Pune,DCH-32(Unginned),May,2018
Dhule,Varaxmi,May,2018
Dhule,Desi,May,2018
Dhule,Other,May,2018
Dhule,H-4(A) 27mm FIne,May,2018
Dhule,LRA,May,2018
Dhule,N-44,May,2018
Dhule,DCH-32(Unginned),May,2018
Pune,Varaxmi,Jun,2018
Pune,Desi,Jun,2018
Pune,Other,Jun,2018
Pune,H-4(A) 27mm FIne,Jun,2018
Pune,LRA,Jun,2018
Pune,N-44,Jun,2018
Pune,DCH-32(Unginned),Jun,2018
Dhule,Varaxmi,Jun,2018
Dhule,Desi,Jun,2018
Dhule,Other,Jun,2018
Dhule,H-4(A) 27mm FIne,Jun,2018
Dhule,LRA,Jun,2018
Dhule,N-44,Jun,2018
Dhule,DCH-32(Unginned),Jun,2018
Pune,Varaxmi,Jul,2018
Pune,Desi,Jul,2018
Pune,Other,Jul,2018
Pune,H-4(A) 27mm FIne,Jul,2018
Pune,LRA,Jul,2018
Pune,N-44,Jul,2018
Pune,DCH-32(Unginned),Jul,2018
Dhule,Varaxmi,Jul,2018
Dhule,Desi,Jul,2018
Dhule,Other,Jul,2018
Dhule,H-4(A) 27mm FIne,Jul,2018
Dhule,LRA,Jul,2018
Dhule,N-44,Jul,2018
Dhule,DCH-32(Unginned),Jul,2018
Pune,Varaxmi,Aug,2018
Pune,Desi,Aug,2018
Pune,Other,Aug,2018
Pune,H-4(A) 27mm FIne,Aug,2018
Pune,LRA,Aug,2018
Pune,N-44,Aug,2018
Pune,DCH-32(Unginned),Aug,2018
Dhule,Varaxmi,Aug,2018
Dhule,Desi,Aug,2018
Dhule,Other,Aug,2018
Dhule,H-4(A) 27mm FIne,Aug,2018
Dhule,LRA,Aug,2018
Dhule,N-44,Aug,2018
Dhule,DCH-32(Unginned),Aug,2018
Pune,Varaxmi,Sep,2018
Pune,Desi,Sep,2018
Pune,Other,Sep,2018
Pune,H-4(A) 27mm FIne,Sep,2018
Pune,LRA,Sep,2018
Pune,N-44,Sep,2018
Pune,DCH-32(Unginned),Sep,2018
Dhule,Varaxmi,Sep,2018
Dhule,Desi,Sep,2018
Dhule,Other,Sep,2018
Dhule,H-4(A) 27mm FIne,Sep,2018
Dhule,LRA,Sep,2018
Dhule,N-44,Sep,2018
Dhule,DCH-32(Unginned),Sep,2018
Pune,Varaxmi,Oct,2018
Pune,Desi,Oct,2018
Pune,Other,Oct,2018
Pune,H-4(A) 27mm FIne,Oct,2018
Pune,LRA,Oct,2018
Pune,N-44,Oct,2018
Pune,DCH-32(Unginned),Oct,2018
Dhule,Varaxmi,Oct,2018
Dhule,Desi,Oct,2018
Dhule,Other,Oct,2018
Dhule,H-4(A) 27mm FIne,Oct,2018
Dhule,LRA,Oct,2018
Dhule,N-44,Oct,2018
Dhule,DCH-32(Unginned),Oct,2018
Pune,Varaxmi,Nov,2018
Pune,Desi,Nov,2018
Pune,Other,Nov,2018
Pune,H-4(A) 27mm FIne,Nov,2018
Pune,LRA,Nov,2018
Pune,N-44,Nov,2018
Pune,DCH-32(Unginned),Nov,2018
Dhule,Varaxmi,Nov,2018
Dhule,Desi,Nov,2018
Dhule,Other,Nov,2018
Dhule,H-4(A) 27mm FIne,Nov,2018
Dhule,LRA,Nov,2018
Dhule,N-44,Nov,2018
Dhule,DCH-32(Unginned),Nov,2018
Pune,Varaxmi,Dec,2018
Pune,Desi,Dec,2018
Pune,Other,Dec,2018
Pune,H-4(A) 27mm FIne,Dec,2018
Pune,LRA,Dec,2018
Pune,N-44,Dec,2018
Pune,DCH-32(Unginned),Dec,2018
Dhule,Varaxmi,Dec,2018
Dhule,Desi,Dec,2018
Dhule,Other,Dec,2018
Dhule,H-4(A) 27mm FIne,Dec,2018
Dhule,LRA,Dec,2018
Dhule,N-44,Dec,2018
Dhule,DCH-32(Unginned),Dec,2018
